Q,I_Q
0.0,598.327883162992
0.1000000024214387,7.722603067502581
0.2000000048428774,0.12015921424511081
0.29999999329447746,-0.11625688958236084
0.4000000096857548,-0.15683136271345208
0.5000000260770321,-0.16403599135704738
0.5999999865889549,-0.16823912460586196
0.7000000029802322,-0.16866947996375534
0.8000000193715096,-0.1659141034427726
0.8999999798834324,-0.1651906793864612
1.0000000521540642,-0.16302458970017691
1.0999999567866325,-0.15944378220292552
1.1999999731779099,-0.15463766984934169
1.2999999895691872,-0.14880908015551395
1.4000000059604645,-0.14281385761050874
1.5000000223517418,-0.1349349042846599
1.600000038743019,-0.125149440476672
1.7000000551342964,-0.1109896482533356
1.7999999597668648,-0.08944237561320963
1.899999976158142,-0.054407247547703645
2.0000001043081284,-0.004460793465308938
2.1000000089406967,0.06180006782994415
2.199999913573265,0.15204920450994802
2.3000000417232513,0.2642899533796798
2.3999999463558197,0.4096446169785743
2.500000074505806,0.5926695794768139
2.5999999791383743,0.8043994444539716
2.7000001072883606,1.0469683409748591
2.800000011920929,1.3058732915061098
2.8999999165534973,1.5433104360838055
3.0000000447034836,1.757165593331889
3.099999949336052,1.9022958537127779
3.200000077486038,1.973232845633833
3.2999999821186066,1.9576924143606547
3.400000110268593,1.8675926004924446
3.500000014901161,1.7736093583635302
3.5999999195337296,1.6694189986430223
3.700000047683716,1.587556818629287
3.799999952316284,1.4975207665111092
3.8999998569488525,1.4539071442904181
4.000000208616257,1.4097423626706134
4.100000113248825,1.3867838706337952
4.200000017881393,1.404530362191778
4.299999922513962,1.418168056821548
4.39999982714653,1.4742084223270573
4.500000178813934,1.5424920897045789
4.600000083446503,1.629525581793398
4.699999988079071,1.7275137383961843
4.799999892711639,1.8419342034715813
4.899999797344208,1.9456450875884923
5.000000149011612,2.040967398638972
5.10000005364418,2.1215647489260943
5.199999958276749,2.1750386063280516
5.299999862909317,2.1964602174386787
5.400000214576721,2.1945992940455503
5.5000001192092896,2.1558723498300787
5.600000023841858,2.115881144556671
5.699999928474426,2.0196246412334804
5.799999833106995,1.9258194002960283
5.900000184774399,1.822507016107153
6.000000089406967,1.7212661426683225
6.0999999940395355,1.6296105530365517
6.199999898672104,1.551596668141552
6.299999803304672,1.4733027190031591
6.400000154972076,1.4119014063492727
6.500000059604645,1.3551206943217888
6.599999964237213,1.3248656895089217
6.6999998688697815,1.2955552422059833
6.800000220537186,1.266534820206661
6.900000125169754,1.2524287276701753
7.000000029802322,1.2426600788036055
7.099999934434891,1.2166071778485346
7.199999839067459,1.2115648770482232
7.300000190734863,1.1910448208834727
7.400000095367432,1.1799818345352444
7.5,1.1607668677138516
7.599999904632568,1.138392666924278
7.699999809265137,1.1239671422738495
7.799999713897705,1.102764376250633
7.899999618530273,1.0919055017705241
8.000000417232513,1.0812045329876911
8.100000321865082,1.078153774306889
8.20000022649765,1.0813248784985023
8.300000131130219,1.0942503116963713
8.400000035762787,1.1051017803978982
8.499999940395355,1.118514602605824
8.599999845027924,1.151320414606879
8.699999749660492,1.1712432116471385
8.79999965429306,1.2143909333996254
8.899999558925629,1.2426994492210286
9.000000357627869,1.2912209728317956
9.100000262260437,1.3214458906270403
9.200000166893005,1.36928358019562
9.300000071525574,1.3959081333299577
9.399999976158142,1.441562443668265
9.49999988079071,1.46280133906912
9.599999785423279,1.498142513007436
9.699999690055847,1.507676206981997
9.799999594688416,1.5271559207407963
9.900000393390656,1.5455721451283426
10.000000298023224,1.5599956849598058
10.100000202655792,1.5576569473109634
10.20000010728836,1.5682418627821106
10.300000011920929,1.5549721279496467
10.399999916553497,1.5549935374576447
10.499999821186066,1.5497331435271278
10.599999725818634,1.5564211611365897
10.699999630451202,1.5534909334418407
10.800000429153442,1.53840882858497
10.90000033378601,1.5646500303275184
11.000000238418579,1.5511461811675724
11.100000143051147,1.5450443274834658
11.200000047683716,1.5650649433715618
11.299999952316284,1.5771605770805237
11.399999856948853,1.5708320202354997
11.499999761581421,1.5803287056463977
11.59999966621399,1.583917073451161
11.699999570846558,1.5966870705367981
11.800000369548798,1.590843690230515
11.900000274181366,1.600710322634072
12.000000178813934,1.6011748951496796
12.100000083446503,1.5990923124274703
12.199999988079071,1.5935979856940796
12.29999989271164,1.5933737161804893
12.399999797344208,1.5680915386732475
12.499999701976776,1.5685308757266136
12.599999606609344,1.5391759157419176
12.700000405311584,1.5300360667504205
12.800000309944153,1.5139022692691757
12.900000214576721,1.4973877639875837
13.00000011920929,1.487610404069222
13.100000023841858,1.464874635770146
13.199999928474426,1.4550150910523811
13.299999833106995,1.433272351813449
13.399999737739563,1.4282936442583676
13.499999642372131,1.4091289542083159
13.600000441074371,1.3835501084463748
13.70000034570694,1.3787789216653314
13.800000250339508,1.3784021960674804
13.900000154972076,1.353904898061744
14.000000059604645,1.3548969167580356
14.099999964237213,1.3309919757049438
14.199999868869781,1.32145966884697
14.29999977350235,1.3216317970295623
14.399999678134918,1.2946075722182542
14.499999582767487,1.2854249408369602
14.600000381469727,1.2786149633947048
14.700000286102295,1.283925320359524
14.800000190734863,1.2649873191540044
14.900000095367432,1.2600595942441024
15.0,1.2524437161054496
15.099999904632568,1.2586236013926762
15.199999809265137,1.253087064686972
15.299999713897705,1.2558986035339184
15.399999618530273,1.273256372454307
15.499999523162842,1.2779855522686134
15.59999942779541,1.2799659995809294
15.699999332427979,1.301179622908881
15.799999237060547,1.3297136529391296
15.899999141693115,1.3404147594761804
16.000000834465027,1.3533227544948736
16.100000739097595,1.3721739851039034
16.200000643730164,1.3848280606473269
16.300000548362732,1.4146446690906602
16.4000004529953,1.4361668335457753
16.50000035762787,1.4442311574010043
16.600000262260437,1.464367338568443
16.700000166893005,1.4919909599726737
16.800000071525574,1.5092537336113443
16.899999976158142,1.5339346847348694
16.99999988079071,1.5420970403086574
17.09999978542328,1.5481379048943082
17.199999690055847,1.5569442317484354
17.299999594688416,1.5666194588890838
17.399999499320984,1.581869780447643
17.499999403953552,1.5892367702022858
17.59999930858612,1.6079376863199477
17.69999921321869,1.5938964554118806
17.799999117851257,1.591095333689164
17.90000081062317,1.5910759065762636
18.000000715255737,1.5829202564572524
18.100000619888306,1.5742644358140987
18.200000524520874,1.5733143959222466
18.300000429153442,1.5759788293093349
18.40000033378601,1.5738481765974501
18.50000023841858,1.5542373926924986
18.600000143051147,1.5442815870129416
18.700000047683716,1.5419659057927413
18.799999952316284,1.5258038932812183
18.899999856948853,1.5075911982694903
18.99999976158142,1.4895700353201198
19.09999966621399,1.485748122477552
19.199999570846558,1.478437971303113
19.299999475479126,1.461651023409988
19.399999380111694,1.4477875880852167
19.499999284744263,1.4327044389271353
19.59999918937683,1.4297003874099752
19.700000882148743,1.4188568314377215
19.80000078678131,1.4033327733570928
19.90000069141388,1.3862288677175465
20.000000596046448,1.3820989527310312
20.100000500679016,1.381268751196217
20.200000405311584,1.3627217213700649
20.300000309944153,1.363740014082734
20.40000021457672,1.3492404122154829
20.50000011920929,1.347079617165143
20.600000023841858,1.3434585926284972
20.699999928474426,1.3462773732810616
20.799999833106995,1.340442669031205
20.899999737739563,1.33255420719369
20.99999964237213,1.340981171873174
21.0999995470047,1.3394404140044285
21.199999451637268,1.3494781880835693
21.299999356269836,1.3433955121767314
21.399999260902405,1.3490798321195185
21.499999165534973,1.3498691585240892
21.600000858306885,1.347508322018861
21.700000762939453,1.3589443703166577
21.80000066757202,1.3698039224159597
21.90000057220459,1.370480184073373
22.000000476837158,1.3773343778162337
22.100000381469727,1.379051460309406
22.200000286102295,1.3838689764488903
22.300000190734863,1.3926282812032462
22.40000009536743,1.4009373772051956
22.5,1.4061709587953894
22.59999990463257,1.4123161060950198
22.699999809265137,1.4169796702153992
22.799999713897705,1.4133908714867098
22.899999618530273,1.4216774225849855
22.999999523162842,1.4328399524697317
23.09999942779541,1.4368908481410418
23.19999933242798,1.4487270333259148
23.299999237060547,1.4557983795900697
23.399999141693115,1.456991093045819
23.500000834465027,1.4656980102319894
23.600000739097595,1.4747455772798963
23.700000643730164,1.4841215930246192
23.800000548362732,1.4886510697214819
23.9000004529953,1.4828289713204104
24.00000035762787,1.5041189609674839
24.100000262260437,1.501265907077524
24.200000166893005,1.5074282246343103
24.300000071525574,1.5211718182804956
24.399999976158142,1.5216908154571933
24.49999988079071,1.5297934292872568
24.59999978542328,1.5328065236743802
24.699999690055847,1.5293508587286209
24.799999594688416,1.5311069860893523
24.899999499320984,1.523832289124246
24.999999403953552,1.5324152050598823
25.09999930858612,1.5270178252382578
25.19999921321869,1.5275709288209622
25.299999117851257,1.5198059886041708
25.40000081062317,1.5121512025592387
25.500000715255737,1.5208281545127544
25.600000619888306,1.4930898140990965
25.700000524520874,1.4959669345077853
25.800000429153442,1.4912000781920514
25.90000033378601,1.4856745306805783
26.00000023841858,1.4780902806142884
26.100000143051147,1.459920612361478
26.200000047683716,1.4713813291643245
26.299999952316284,1.4462669284572975
26.399999856948853,1.4435217641024307
26.49999976158142,1.4269150060332836
26.59999966621399,1.4170654420391295
26.699999570846558,1.4000067571402974
26.799999475479126,1.4015488250801769
26.899999380111694,1.3881862050609086
26.999999284744263,1.3791691251192475
27.09999918937683,1.3719755046760025
27.200000882148743,1.3681482047565263
27.30000078678131,1.3481658030633965
27.40000069141388,1.3532241351557774
27.500000596046448,1.3454319580804839
27.600000500679016,1.3428047528635545
27.700000405311584,1.3410214553747217
27.800000309944153,1.3385963873430315
27.90000021457672,1.336717778530687
28.00000011920929,1.3375853295364826
28.100000023841858,1.3355283035233134
28.199999928474426,1.3453546282206839
28.299999833106995,1.3444814085390109
28.399999737739563,1.353122492918995
28.49999964237213,1.353298891619959
28.5999995470047,1.3584884791808824
28.699999451637268,1.3799433019893093
28.799999356269836,1.3788657055042088
28.899999260902405,1.3981832577749613
28.999999165534973,1.4060927053234815
29.100000858306885,1.4058675051052185
29.200000762939453,1.4164142675416114
29.30000066757202,1.425993932654065
29.40000057220459,1.429689034506971
29.500000476837158,1.4504926555753193
29.600000381469727,1.4570079672800926
29.700000286102295,1.4636269428987974
29.800000190734863,1.4708068149896807
29.90000009536743,1.4843276426583796
30.0,1.491166159609574
